chDemoQs,chAQ10,Q_stim,chInstrSlide,Demographic_Loop.thisRepN,Demographic_Loop.thisTrialN,Demographic_Loop.thisN,Demographic_Loop.thisIndex,AQ_Loop.thisRepN,AQ_Loop.thisTrialN,AQ_Loop.thisN,AQ_Loop.thisIndex,Q_trials.thisRepN,Q_trials.thisTrialN,Q_trials.thisN,Q_trials.thisIndex,MWdefinitions.thisRepN,MWdefinitions.thisTrialN,MWdefinitions.thisN,MWdefinitions.thisIndex,ReadingLoop.thisRepN,ReadingLoop.thisTrialN,ReadingLoop.thisN,ReadingLoop.thisIndex,ChPage,Welcome_text.started,Welcome_text_resp.started,Welcome_text_resp.keys,Welcome_text_resp.rt,DemoQs.started,DemographicQs_resp.started,DemographicQs_resp.keys,DemographicQs_resp.rt,textInterval.started,textInterval.stopped,text_4.started,Age_resp.started,AgeQuestion_textbox.text,Age_resp.keys,Age_resp.rt,text_3.started,AQintro_key_resp.started,AQintro_key_resp.keys,AQintro_key_resp.rt,AQ_10.started,AQ_key_resp.started,AQ_key_resp.keys,AQ_key_resp.rt,text_2.started,text_2.stopped,adhdQ.started,key_QA.started,key_QA.keys,key_QA.rt,key_AlwaysResp.started,key_AlwaysResp.keys,key_AlwaysResp.rt,adhdDxQ.started,key_Dx.started,key_Dx.keys,key_Dx.rt,MWdefInstr.started,MWdefInstr_key_resp.started,text.started,IntroExp_key_resp.started,IntroExp_key_resp.keys,IntroExp_key_resp.rt,NoSkipping.started,key_Skip.keys,key_Skip.rt,etRecord_START.started,etRecord_START.stopped,Reading_key_resp.started,imagePages.started,PCProbe.started,SCProbe.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,27.925016199998936,27.925016199998936,space,2.7386349000007613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
Demographics/Demographics_1.png,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,30.756764399999156,30.756764399999156,1,1.5308612000007997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
Demographics/Demographics_2.png,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,32.324000499998874,32.324000499998874,1,0.18599919999905978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
Demographics/Demographics_3.png,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,32.55848949999927,32.55848949999927,1,0.13641419999839854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
Demographics/Demographics_4.png,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,32.741756800000076,32.741756800000076,1,0.11268639999980223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.874224699999104,33.87501169999996,33.87501169999996,33.87501169999996,12,['space'],[1.6280031999995117],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52451579999979,35.52451579999979,space,0.6815310999991198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
,AQ_10_Qs/AQ1.png,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.27505959999871,36.27505959999871,1,0.7945528000000195,37.09080329999961,37.60905710000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
,AQ_10_Qs/AQ2.png,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.60905710000043,37.60905710000043,1,0.397381900000255,38.025000399999044,38.54213869999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
,AQ_10_Qs/AQ3.png,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54213869999876,38.54213869999876,1,0.24842239999998128,38.807338299999174,39.32514169999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-01-13_12h40.28.827,Eyetracking_MW_reading6_08_noP_WORKING,2022.2.5,59.973575642746255,
